,album,almond,altar,antenna,armor,bean,beanie,beet,bottle,bread,bun,butter,cabbage,can,coaster,coat,coin,deer,dryer,fire,foot,fossil,frame,gate,gift,goggles,graffiti,grill,hamster,handkerchief,jet,ketchup,knot,leash,leopard,lizard,lobster,man,meat,missile,mitten,money,napkin,net,notebook,organ,outlet,oyster,parachute,parrot,pea,peeler,pickle,pocket,puddle,raisin,raspberry,recorder,rock,root,rose,sandal,seal,ship,taxi,treasure,trumpet,van,volleyball,wall,whip,yacht
foot,0.23730928875266644,0.2667695209533968,0.1432139140930535,0.2279028383053071,0.2927205220759437,0.21224192033015943,0.22990519679364863,0.11252570771372394,0.16903639626922906,0.13591344384691972,0.21224192033015943,0.11252570771372394,0.1433923554333012,0.2195917153608904,0.06439193560385426,0.14384786614870937,0.17646318553352036,0.20039879457760978,0.21971267176331677,0.18380163239510316,0.0,0.1437052187299932,0.14656605941984802,0.144151146190434,0.05448596534629557,0.21399364710498703,0.12018177457702583,0.21613485014988565,0.10673875662429277,0.10333796278153728,0.14046377374658736,0.07315598045413996,0.2375537294474861,0.20441292022926416,0.12955304433772485,0.17660058448487426,0.11940977079885817,0.3543649276324897,0.16209387317696744,0.1451848991879363,0.18176123951285128,0.2897183853922002,0.15815566249056445,0.18136067063898142,0.1157543982560223,0.22083202790929468,0.1270999292145667,0.057175911151625125,0.06908979002430837,0.08146865078738019,0.145533874544718,0.1414048330084976,0.10767378626384938,0.1323298154253174,0.14933381470667484,0.21180353306242394,0.18874116847670608,0.16427605585437977,0.2316261550005334,0.17320165359503936,0.2354776772242213,0.19146534138743787,0.17328600786209625,0.08237853842943599,0.09997950346629236,0.12563419569449763,0.094302760410654,0.2241609936823773,0.17959666222927506,0.29944725609333644,0.17320165359503947,0.1994267035453563
fossil,0.12287175161751962,0.1641010189139528,0.1284461875503261,0.14029974200611584,0.20882575586723073,0.21703192212530165,0.20573730761533715,0.18248921280730035,0.06631895187624781,0.18558807087657736,0.17097497636796655,0.13643226704996514,0.12215128882965742,0.20039879457760967,0.16447973320470233,0.2561966946522115,0.2467814629389482,0.252566713303388,0.17850164299507099,0.11261441102494862,0.1437052187299932,0.0,0.1505917698424052,0.1809106291135517,0.18116082635517194,0.12326885606973836,0.12844193522525726,0.23107929929118698,0.08643067434809404,0.14847570031219814,0.16050454386712087,0.13889758407559094,0.1678438189402114,0.10489067910574046,0.134257808788105,0.13528221158768716,0.07760080362672506,0.2656119263654745,0.19969686499374617,0.06860556489577652,0.17418340140489474,0.20573730761533715,0.19203897371123535,0.19760838339922537,0.2201955864688867,0.2136718677840792,0.09472218866980586,0.1142946579063222,0.09954134396509062,0.11126634358851739,0.2124089732175941,0.11608310461995863,0.12494349917664371,0.15252884742705852,0.070735191861091,0.17803804473594653,0.1483990822501179,0.25076794391197266,0.23018735503900345,0.2656119263654745,0.22971866611391079,0.07805478697176793,0.0794860186143912,0.18400315273378876,0.11401714388395501,0.14535649851056853,0.1258514928187855,0.11608310461995863,0.06873609835431393,0.2614129894959213,0.3023313300472007,0.12554636283816167
frame,0.09003979861767009,0.15115056572715446,0.18479403206524636,0.11901594584583375,0.09168977314171389,0.08433648840617725,0.05492353145136952,0.11824995179854103,0.1412987115094867,0.0832084112808067,0.12955443959599566,0.16346790298835945,0.15635084108528363,0.17758206556538303,0.20640739906603667,0.237393140455322,0.13571222584936493,0.109706470314621,0.09806999292325125,0.09873734781083532,0.14656605941984802,0.1505917698424052,0.0,0.11279240432509896,0.15519974682361137,0.20288755661571933,0.06819974485386837,0.12430012358717091,0.15008902630127186,0.1734876022210491,0.20421796719615948,0.18477725776217113,0.23036491861774533,0.15010441640844818,0.13344375943177678,0.15505784374678344,0.1906678314761766,0.158821524623446,0.08527602046211802,0.05278403042739066,0.0865525293765117,0.08882762000916788,0.10760180998964475,0.16366365393191673,0.14352039029191932,0.13822807486313382,0.1203758979006776,0.12137104447700653,0.0662163930991928,0.06641374776839493,0.09080112226313308,0.07354878995522218,0.10369276023795826,0.22343565464633552,0.12582168544868966,0.05618620622814707,0.04587631793499991,0.12612656514401266,0.21218564340772206,0.15281310694218553,0.16727579422230876,0.14640857953301345,0.13530525624616319,0.1510389353018513,0.1558481929826918,0.12179723266559772,0.1054758546891097,0.09700325096901408,0.07519124068203398,0.19429714572208379,0.10474576549209669,0.13534349801438916
gate,0.14318529550716674,0.14718938171851526,0.16007894886838403,0.1089232741352123,0.18855523657196616,0.10360139536157509,0.07135517251478396,0.07623044560162318,0.10518569485471418,0.09789832327688341,0.130972345121527,0.10360139536157509,0.05948434308820183,0.0722462144870879,0.09468580739296772,0.09915178646167233,0.05438914231069958,0.11162329144109662,0.0865858568943676,0.14167629840509666,0.144151146190434,0.1809106291135517,0.11279240432509896,0.0,0.07074099530431655,0.0826969629391302,0.03400019659498821,0.09130637502257133,0.14183533542853488,0.07991258754352792,0.129997888099176,0.07886762705632344,0.16860295842744055,0.14608026468285706,0.1266090271915904,0.1475778719020614,0.1669573500497632,0.2395437158442688,0.09847418050008483,0.10026458915756264,0.09132471688990296,0.13292278538673197,0.06218929873678403,0.1377520181634173,0.06647994398132684,0.09582307967401171,0.07191589035794355,0.08983348863898621,0.06686875668770731,0.06104704427685814,0.09475368022239417,0.09847418050008483,0.03197337126823252,0.09121076834915443,0.09288526477785453,0.09741135877355123,0.10391660850873774,0.091675034846873,0.10828596503479859,0.18531987645229508,0.20790947019459494,0.14000794213763834,0.16254440491112188,0.12422250403897284,0.058028936577980805,0.11051399595340738,0.0928485526463333,0.18365772250007684,0.12213580599725882,0.2545137688143827,0.14167629840509666,0.05716172992005819
gift,0.21045796604827738,0.2333792248692631,0.1925938061268282,0.2098319090113684,0.3064628425095913,0.14665823855826665,0.16288986627967716,0.06132406241409316,0.1566917341986791,0.12571011577145919,0.17510296393965774,0.08976878779548425,0.07603970653133296,0.1377520181634172,0.09277096820646669,0.15684848328710854,0.14521880719451696,0.1921753623704644,0.21441559515042752,0.19115602776025375,0.05448596534629557,0.18116082635517194,0.15519974682361137,0.07074099530431655,0.0,0.14585280541030554,0.09186999330973866,0.1750574617235292,0.10361896226921874,0.049793255579157036,0.10608347258210549,0.042731157739041126,0.21791913113994832,0.1780459467777621,0.11321109737258794,0.15463353586723538,0.12081984412813707,0.31279186725595065,0.11474666372401932,0.14288690527862236,0.14921837991211562,0.24820045315563366,0.09556983632087757,0.16502159303837916,0.11647736593907254,0.21846566398695777,0.1430995790130375,0.09971144596886017,0.09630110081253807,0.10100963660927531,0.10200222717425411,0.11474666372401932,0.06418345820853821,0.09743031591348328,0.14022151247018988,0.20252635869415747,0.19560908287869128,0.17449860554695662,0.21029349525512742,0.23651176452136113,0.31581122070419365,0.18555253372321467,0.17882098457799234,0.05225645779980248,0.0626330940245916,0.13031612789637292,0.0996675261617378,0.20327199735161738,0.18355471656285316,0.36283721945472314,0.16091886991951554,0.1513315752084945
goggles,0.13652947731510823,0.12471609745276169,0.16027332332022448,0.1458522722509199,0.19010161681660065,0.16957091456188256,0.1531964828692447,0.16957091456188256,0.07527848657017067,0.1635363519130003,0.13160844208471134,0.13160844208471134,0.05732407588437127,0.10554527842184214,0.12553882633350444,0.13858318114014878,0.12306215737690829,0.19819982151095306,0.126295943338962,0.1777737661423312,0.21399364710498703,0.12326885606973836,0.20288755661571933,0.0826969629391302,0.14585280541030554,0.0,0.08990205658276529,0.12356800034177162,0.16500884009432437,0.12266306256879267,0.16829082250762972,0.1432130714383708,0.16498477490114538,0.1602733233202247,0.17154097287385284,0.148760370404748,0.14991393939638697,0.27086463366776725,0.19758935839810343,0.11607154331391722,0.15286555467987428,0.1674284747537953,0.14153272928033833,0.2163195995559033,0.1098545465463826,0.09261581676797803,0.1025375500278175,0.16349205199604266,0.1302300035741072,0.1408488630527367,0.22955351499306453,0.15820724101886918,0.07890274696315236,0.11209235669667106,0.07678604679483647,0.17011772022254512,0.15974526501944986,0.16012507683344224,0.10737205942448225,0.24839442426507574,0.20101845999280765,0.11984639533764385,0.17101247226683713,0.2420859024560974,0.12182476055867719,0.16781115853731732,0.14452143485707725,0.17789829970848636,0.09123813026905148,0.2124501008127312,0.24839442426507574,0.08359360623076384
graffiti,0.13560845372924402,0.16003400269434753,0.16768510069622478,0.13011330007455912,0.13920002242451257,0.1123354299961613,0.06327974459592178,0.0876780808293881,0.10433227138448509,0.1021107700305175,0.14521189555185898,0.12055454638508578,0.08212264893739396,0.11213087579743919,0.08734967236251223,0.10613354203139946,0.09269194115969115,0.09769918437291081,0.06679844623516085,0.10445334192243605,0.12018177457702583,0.12844193522525726,0.06819974485386837,0.03400019659498821,0.09186999330973866,0.08990205658276529,0.0,0.08103046990359208,0.14276989312406418,0.09860556498227924,0.17049574331309825,0.10872279946593377,0.195071414707102,0.11724177346569287,0.15290712462392642,0.14871513140545478,0.16270652107358197,0.25338016976238575,0.10471975473751693,0.08086484075955769,0.11190953412812754,0.1249060771882955,0.09884307301730888,0.1840062189111541,0.07893832507308163,0.08886911617533988,0.08287416887013332,0.09116068714013936,0.03584907218646527,0.05231945321389231,0.07947492580932891,0.07914031915858877,0.04547170158797109,0.11274933617493665,0.0894979434889005,0.07624828508698178,0.05955601063541771,0.07583381056371552,0.08259892099253952,0.1088218622057412,0.13507711149869828,0.13363410261765263,0.11577690203758217,0.13932565068108227,0.05802003714131321,0.10545105386362918,0.08569951054373104,0.16440510442168244,0.09264524038984945,0.2049861245744221,0.11755890277235159,0.05923490546028132
grill,0.19595895493320414,0.21296463590987225,0.13643054969825152,0.17141856226031382,0.1541688700965418,0.1557522219525409,0.11884896718137539,0.1827681508500596,0.17307493633433557,0.09959472641980682,0.2097840797475783,0.23680000864509698,0.18047059528500742,0.17361839845013893,0.16569588747372777,0.1715867400564558,0.09426816912839153,0.03932926518761137,0.056982160270490634,0.23178477027902034,0.21613485014988565,0.23107929929118698,0.12430012358717091,0.09130637502257133,0.1750574617235292,0.12356800034177162,0.08103046990359208,0.0,0.24371995270551128,0.19968997630879393,0.2043520911960086,0.2351303948642196,0.24305504222421015,0.1364305496982514,0.16766382683759362,0.10574856088724616,0.22036548979167903,0.28856873373333225,0.18023315933821715,0.10758154240477502,0.14964758670059397,0.17961800392748728,0.1484051064683478,0.1940681754929624,0.11478668316373952,0.0775165586536668,0.10220173946775712,0.13410988097836185,0.12518859044447217,0.12042276522791495,0.2283369144984495,0.12418072578869355,0.10674606348798799,0.26207258928796895,0.1585379276259763,0.05906906332722961,0.07440175336210597,0.03665539319162325,0.11985213604872347,0.11691146490018212,0.11664883633375123,0.15800811879063037,0.1267442859472122,0.24988517771870156,0.17111640902612169,0.10646637907011769,0.17277575702495296,0.23628559288774076,0.11782527547872945,0.1404010049836918,0.17434811758960111,0.1280120571311829
hamster,0.11633479330072971,0.1178570388002731,0.11960580731457282,0.09179815368403921,0.21555669947061695,0.12797897122922375,0.16784638988264278,0.09400412595244023,0.07803840902640291,0.14026281744021296,0.10532907437803474,0.07135422910125122,0.08793943132991233,0.08870950503434805,0.13999270201080838,0.23138263029855033,0.1943408293490828,0.24323218738728147,0.21807094728596932,0.1994340769796349,0.10673875662429277,0.08643067434809404,0.15008902630127186,0.14183533542853488,0.10361896226921874,0.16500884009432437,0.14276989312406418,0.24371995270551128,0.0,0.0720596088297385,0.09295618851971854,0.06230940550585595,0.0806972806529993,0.1427740755431367,0.07372343883110355,0.14143608593136947,0.04633125332569299,0.1572990283996154,0.08362041009468635,0.08391720136925174,0.08844613164584014,0.16784638988264278,0.06873605033760954,0.08106765611312738,0.1668006440667632,0.219404259462731,0.09736536787733618,0.110706339415231,0.09773837017390952,0.08271007448385437,0.15725603454883896,0.09536886637552378,0.10207048336345892,0.09607307690207978,0.07906133791458603,0.20274027870560107,0.19196134492882178,0.24539896455715604,0.24925925907870727,0.265646296176808,0.3360199060081761,0.07025440174725428,0.1281514236807031,0.1135658326333272,0.0697523466746004,0.12456313140026443,0.05190647500056955,0.09536886637552366,0.13931869993920687,0.3542710870557991,0.27768488148538484,0.1214916779104045
handkerchief,0.20180127028338846,0.21215200237993126,0.20123793697163272,0.18110096007878218,0.2829237351820817,0.18936139016685594,0.18586798043951624,0.1298649784359831,0.1514182955714226,0.20131707325389248,0.18936139016685594,0.1298649784359831,0.07362898075008684,0.09004165284976495,0.08633801337340752,0.1364549466463273,0.12429234026106417,0.25455009255072747,0.22405971020101467,0.16199642005537973,0.10333796278153728,0.14847570031219814,0.1734876022210491,0.07991258754352792,0.049793255579157036,0.12266306256879267,0.09860556498227924,0.19968997630879393,0.0720596088297385,0.0,0.1399101406189901,0.03064636760031425,0.19765967320593913,0.1403798750266143,0.165316569847329,0.21118738833429507,0.15089888042259325,0.2884875264621145,0.14361640771038986,0.137164387546708,0.15215755853132973,0.21932546069542647,0.09489479863834904,0.18355486326984438,0.12671987754849934,0.19682549485539202,0.1359816102780116,0.118047104947827,0.09487453125828749,0.12123260025354665,0.13911382866258104,0.14361640771038975,0.06044764877647435,0.07553250380819143,0.1419013265752399,0.21741932978154366,0.2202239616295263,0.20248437315626733,0.16567767020173785,0.28058183231169376,0.3179992668625642,0.17838158602559429,0.18523194542334886,0.06389129640276558,0.05348242362433675,0.14766643085643671,0.11981781977191697,0.2053377476952266,0.18762410861096201,0.32606693224288674,0.18571350250664242,0.10437260118953495
jet,0.19226865173577457,0.18002276821782914,0.10918682411833946,0.1274570214451367,0.30958518078418007,0.14818846043432543,0.19449800851929633,0.09733404016174785,0.12390731216646744,0.08663143138772877,0.14818846043432543,0.09733404016174785,0.07849292647697104,0.15915157633115007,0.16326735446377283,0.2670848434282497,0.21510504508982786,0.168642790823188,0.20021882749310782,0.29047575268053993,0.14046377374658736,0.16050454386712087,0.20421796719615948,0.129997888099176,0.10608347258210549,0.16829082250762972,0.17049574331309825,0.2043520911960086,0.09295618851971854,0.1399101406189901,0.0,0.08995023124268708,0.12777079149403325,0.12219139602902074,0.05806775417257004,0.0633100587981269,0.06171531006460429,0.2505458166842063,0.1427121960636588,0.12728368693241499,0.1359449106904438,0.2516934161983996,0.12181793989471612,0.07154997807261143,0.1916210918902066,0.22868408205799962,0.11034377037693377,0.09334593933506496,0.12381365513217502,0.10753498499904668,0.23549042789200558,0.1427121960636588,0.15509270792816887,0.1848602901069487,0.11438865288261191,0.1740700866884577,0.17584852336448653,0.2091250572285447,0.30847507291344356,0.27696100511255006,0.3119413851028049,0.07866485604391271,0.12790509704466946,0.11245335453431504,0.10428410845911051,0.04655450662934957,0.10769726075460517,0.14271219606365892,0.1697030969242278,0.39159531843878836,0.34453474295249875,0.17239411139763228
ketchup,0.18937689477416175,0.19873750214102814,0.15862466288079358,0.1633548285395039,0.30843592519187535,0.17744975969377053,0.19185512088768453,0.08290375506087067,0.1151515151515149,0.15970836819686474,0.15854055876719053,0.06399455413429067,0.05582539899658234,0.11415068406897655,0.074610506210124,0.13412126685360193,0.14958338708835905,0.25088300051446255,0.23115701952900125,0.1859193696400382,0.07315598045413996,0.13889758407559094,0.18477725776217113,0.07886762705632344,0.042731157739041126,0.1432130714383708,0.10872279946593377,0.2351303948642196,0.06230940550585595,0.03064636760031425,0.08995023124268708,0.0,0.16815372456877042,0.1586246628807937,0.11226626285175578,0.19237227903531717,0.10542966629435879,0.29647352931855164,0.1270733352675253,0.14075490165062154,0.141274892456569,0.23438906189359576,0.098142900321872,0.14257692829968616,0.12014259475707179,0.21318128257921176,0.11105238624804115,0.09090909090909072,0.07114507161049877,0.0810437880505297,0.11877037239681021,0.1270733352675253,0.06062478717406683,0.047420655584319515,0.10059877756222779,0.23398767882512295,0.2225776153309198,0.21252938300660507,0.2071833059423559,0.26632239486077525,0.33197108875242065,0.15672595728843208,0.18815585911401111,0.04995249643720301,0.048416936283480205,0.12733619142382946,0.07620658263046509,0.2055386534457253,0.182581424810923,0.3550234031453362,0.20602012594522245,0.11784431464811551
knot,0.1309460238240434,0.05271918620743976,0.11823580781770948,0.04460824913344752,0.16790580378668274,0.1194261765114275,0.16600277616363823,0.13796457279539753,0.0730855788052015,0.14186070244351012,0.08234938394348756,0.10088778022745759,0.13406039652327506,0.07021763297742689,0.19912356183122393,0.25721331338384057,0.196577665496807,0.21248188642767718,0.17512382021656703,0.31026950528499475,0.2375537294474861,0.1678438189402114,0.23036491861774533,0.16860295842744055,0.21791913113994832,0.16498477490114538,0.195071414707102,0.24305504222421015,0.0806972806529993,0.19765967320593913,0.12777079149403325,0.16815372456877042,0.0,0.23201183261542446,0.10927624269057801,0.14882537822495767,0.08204398903368348,0.11320364965213581,0.10572788957186074,0.127732298936459,0.07102264761117627,0.13820286870242615,0.07517650762586181,0.053208560087207424,0.17352637044044372,0.17561437998626095,0.09342345243096406,0.16815372456877054,0.1709095608436818,0.1167296928424224,0.26146300485088536,0.16342286443819232,0.17053122402240795,0.13887188532068906,0.08979180161828071,0.1986376380326289,0.20556119723732513,0.2376218388983169,0.2332338859796388,0.2610030413767801,0.3311363062800472,0.051130649133802275,0.185778811816114,0.2842793282453484,0.13328466096641667,0.16583768506896956,0.07306188924087031,0.1249595478606379,0.17706807557612636,0.3865467165545665,0.3989491403197811,0.12508668945382173
leash,0.1903862043745237,0.2441311881783057,0.14814814814814792,0.16711421413897554,0.2676527270615707,0.20341601166276613,0.17196265491837548,0.18531183010964714,0.15282207434893713,0.17536906362314186,0.239624374769004,0.22152019321588512,0.14462262950428706,0.20175421321433362,0.19955116384177995,0.2894150533050758,0.23019964108049884,0.1704386442156599,0.16666666666666652,0.2013321276210177,0.20441292022926416,0.10489067910574046,0.15010441640844818,0.14608026468285706,0.1780459467777621,0.1602733233202247,0.11724177346569287,0.1364305496982514,0.1427740755431367,0.1403798750266143,0.12219139602902074,0.1586246628807937,0.23201183261542446,0.0,0.14341949664368425,0.09143750919320526,0.13780420680035588,0.3001814918913627,0.1924081565927508,0.08398344503167676,0.1891735342176053,0.2262601857434,0.1861618432936012,0.18772117246116693,0.2502204909646354,0.22367624573985134,0.12444048759840742,0.1296117202215108,0.11511354466350154,0.14316859714991004,0.22432824811866015,0.09850212828958238,0.13635379138066495,0.25379749275536334,0.13888888888888862,0.11902445518212312,0.1257131804897188,0.19893267752447197,0.2511934298757257,0.24944465005348648,0.2379365244674556,0.10087959181347173,0.03509871864598435,0.1382725155678609,0.11244010004459726,0.07397421519667569,0.18197381515482558,0.1736269509321171,0.12060586680460639,0.2810983573078696,0.3071796769724491,0.14557930606625502
leopard,0.09105420430270283,0.12218379888930242,0.06373758935472473,0.0926363290485328,0.2158070440685499,0.08468570816112553,0.13361220385188932,0.05871934527207945,0.06371832410146128,0.048032914705529395,0.08468570816112553,0.05871934527207945,0.1007777899259944,0.1484780650301677,0.18934467350683748,0.2674688677750392,0.19315411523047799,0.15101488255288142,0.17330021187704414,0.2478285403168341,0.12955304433772485,0.134257808788105,0.13344375943177678,0.1266090271915904,0.11321109737258794,0.17154097287385284,0.15290712462392642,0.16766382683759362,0.07372343883110355,0.165316569847329,0.05806775417257004,0.11226626285175578,0.10927624269057801,0.14341949664368425,0.0,0.05731176167829266,0.03772535018492418,0.1656480055224262,0.077394009308981,0.06693743923736895,0.07696118100284566,0.17255098120686052,0.08184471980986063,0.051863335989714265,0.16182876904240961,0.20408141461715879,0.07394070112779216,0.10533084303028484,0.10840812493593333,0.06386777781396391,0.16072593726426132,0.05045660812092201,0.0987348995748818,0.16332919405656476,0.05576939862582864,0.15335025093410937,0.14425215218614362,0.19573479126645266,0.3011682599754065,0.23402722912998697,0.3071109482065413,0.05912907620753016,0.10941339602541666,0.14169888096412409,0.1274440163732189,0.09124867519679047,0.056020697821982046,0.10433141049703987,0.09174875093876833,0.30598892217285967,0.2616298515036811,0.16188869739422118
lizard,0.16068865221286566,0.1717078807912349,0.0785500979760877,0.12264859485662116,0.2320263132472894,0.13066446318668734,0.15452149510606072,0.13066446318668734,0.11564764554367235,0.06686612863406682,0.15586259468852248,0.15586259468852248,0.1409108153725993,0.19450271037020528,0.2048238702083519,0.3045947186567123,0.21187401447760734,0.09194182379020688,0.13009974284455816,0.27008201210115657,0.17660058448487426,0.13528221158768716,0.15505784374678344,0.1475778719020614,0.15463353586723538,0.148760370404748,0.14871513140545478,0.10574856088724616,0.14143608593136947,0.21118738833429507,0.0633100587981269,0.19237227903531717,0.14882537822495767,0.09143750919320526,0.05731176167829266,0.0,0.07016849758879917,0.23294690179104005,0.15043566703852673,0.07018060937498505,0.12794555864921964,0.21120161833917406,0.14354346630805825,0.09194182379020688,0.20504260037922917,0.1876099591481093,0.09112669580719013,0.10151416042679029,0.14402359398374698,0.1155753742449861,0.26131859085580944,0.09815478501012842,0.15441458742216052,0.2663893839764968,0.10690240265374662,0.09437154022921712,0.10653405660183168,0.15722302049970494,0.2861512022895448,0.21651004968656273,0.22343749295097926,0.04865619534710375,0.0487164108499305,0.20040857567420833,0.14507806988439165,0.055144280752292496,0.13307469414411954,0.12429522602432752,0.10105090503138181,0.29445128591580605,0.33704696511939913,0.1798501722792878
lobster,0.12886968658384435,0.1373273761438668,0.08070514764806169,0.11871431360814366,0.24524369968047666,0.14034869050005772,0.19220695379716324,0.08452717689616529,0.05533372760684274,0.10284609120894272,0.11802008505850081,0.06219857145460839,0.09488296355142845,0.15086167630002045,0.16349611171775602,0.2742373705660667,0.25597919120923807,0.20600776385495467,0.20346812482549426,0.2523275553378722,0.11940977079885817,0.07760080362672506,0.1906678314761766,0.1669573500497632,0.12081984412813707,0.14991393939638697,0.16270652107358197,0.22036548979167903,0.04633125332569299,0.15089888042259325,0.06171531006460429,0.10542966629435879,0.08204398903368348,0.13780420680035588,0.03772535018492418,0.07016849758879917,0.0,0.21240853592589715,0.11978296682792433,0.09331398155713888,0.12585275177428235,0.22569060338070046,0.1186682918094053,0.08877401086709558,0.19765829025437154,0.24111566586496636,0.08905471893668004,0.11437536963141504,0.12145071162866017,0.09217574981977295,0.20277770961814545,0.08503755762376353,0.12949970562551183,0.13445986163901302,0.06129146753628156,0.20577633701664533,0.1791375969057054,0.24157383066527438,0.2788853058988081,0.24639364704690314,0.3202630997796819,0.043838633776367875,0.09093323688740163,0.16156676054100594,0.09382215153876505,0.10692592730826089,0.06535529143940022,0.10820116375987077,0.11520152682326013,0.36343082645960667,0.34133617970241137,0.15212222955485888
man,0.07158583490294479,0.05140501860565638,0.2476951037832147,0.07123187013157384,0.10907477630158957,0.067831139510799,0.10869963086958911,0.18755925003234764,0.1557682351822619,0.170254319343619,0.067831139510799,0.18755925003234775,0.21024437425918063,0.12330447627336738,0.38231756413543705,0.4055944055944055,0.23776223776223748,0.2652510371631934,0.22582577540481974,0.29999999999999993,0.3543649276324897,0.2656119263654745,0.158821524623446,0.2395437158442688,0.31279186725595065,0.27086463366776725,0.25338016976238575,0.28856873373333225,0.1572990283996154,0.2884875264621145,0.2505458166842063,0.29647352931855164,0.11320364965213581,0.3001814918913627,0.1656480055224262,0.23294690179104005,0.21240853592589715,0.0,0.08620265896637336,0.1345887924839937,0.06254782797238001,0.057401767898054734,0.0904739919354276,0.11830124459583213,0.24997395697691782,0.2231014039326441,0.20515896675127276,0.30104188302427526,0.24341919393837963,0.19050426004170606,0.24146727109079424,0.17492084741624003,0.23471012145214987,0.2782362574393671,0.16546642908044984,0.19726828777606442,0.20749912076398913,0.31886888771107347,0.3603978509331687,0.34545454545454546,0.39574511425876846,0.13321582795855247,0.2741000416715247,0.33965713740609793,0.272536490423819,0.2632694927931706,0.1447823296685592,0.06845902127640002,0.17713836204134903,0.3817666704481658,0.34545454545454546,0.22061690002353418
meat,0.08263505541227412,0.08466759308270844,0.1736269509321171,0.07683020901855908,0.14534522606569633,0.017686966434656726,0.04319789522123585,0.03604795771625191,0.10549537276852028,0.08207857071166469,0.054408948997847206,0.07276994027944239,0.11277285227411593,0.07911527657631068,0.20059065583446545,0.2418007125553706,0.15171762889858298,0.15867122872061012,0.1689316495169585,0.2290389423706588,0.16209387317696744,0.19969686499374617,0.08527602046211802,0.09847418050008483,0.11474666372401932,0.19758935839810343,0.10471975473751693,0.18023315933821715,0.08362041009468635,0.14361640771038986,0.1427121960636588,0.1270733352675253,0.10572788957186074,0.1924081565927508,0.077394009308981,0.15043566703852673,0.11978296682792433,0.08620265896637336,0.0,0.0828241801083952,0.028157670592851014,0.07073176874004916,0.02363285261931558,0.07103281504567371,0.13223205378200698,0.17767130063707604,0.126902919982136,0.1614019119704878,0.1070485301009434,0.07269316880351129,0.07531215048124562,0.05714285714285716,0.0938995296340629,0.14110628556356697,0.0928677665913924,0.1382754698308165,0.141269981335849,0.19234845612120977,0.2509746592811689,0.19976194018220284,0.3237357518444931,0.10673515801746791,0.1663875672633378,0.15518052613418432,0.11177248603747003,0.1526361878937036,0.03981911786549319,0.09523809523809523,0.1422700726664311,0.3550275082826525,0.19976194018220284,0.14341949664368459
missile,0.05708592761032716,0.0865134088706968,0.08398344503167676,0.0564657177914224,0.114986959507696,0.0816627467124953,0.07621422503192721,0.11588649528221606,0.06031493499663698,0.08326951920718784,0.0816627467124953,0.11588649528221606,0.11188232694057898,0.1260453972365987,0.16834451009450846,0.22575165853785994,0.12314043256094986,0.12334123073857284,0.09856969590696829,0.12687174986920113,0.1451848991879363,0.06860556489577652,0.05278403042739066,0.10026458915756264,0.14288690527862236,0.11607154331391722,0.08086484075955769,0.10758154240477502,0.08391720136925174,0.137164387546708,0.12728368693241499,0.14075490165062154,0.127732298936459,0.08398344503167676,0.06693743923736895,0.07018060937498505,0.09331398155713888,0.1345887924839937,0.0828241801083952,0.0,0.049612007335263164,0.07621422503192721,0.0806752423585475,0.09067071759839551,0.1356841830450759,0.11584917063001599,0.05376623547175052,0.0859094698410866,0.07161265663464544,0.05787206706477155,0.15108200354458123,0.047320599983558975,0.0692201451705069,0.1752812692508524,0.04780954286095318,0.06164043344090786,0.07437044243380964,0.1448545126787938,0.2114412727575956,0.19356904675419273,0.185381720573083,0.04609933924530918,0.059837283730693636,0.16137141515463238,0.11849433421788491,0.0918256958727951,0.0737426500815146,0.07098965340011654,0.034913840857957346,0.19273318625086522,0.20569582800600938,0.10886721132099297
mitten,0.06313698532396761,0.036256493463249106,0.12113215247362819,0.027307826376511524,0.10306143339104246,0.029931096528296952,0.05236613069774898,0.08536360529810838,0.07968357439828155,0.07625380172097507,0.029931096528296952,0.08536360529810838,0.11309523809523803,0.06512464173887278,0.18429258662839731,0.2113039748303892,0.09345284463263137,0.13745747079037263,0.12396721004629363,0.2103974276750218,0.18176123951285128,0.17418340140489474,0.0865525293765117,0.09132471688990296,0.14921837991211562,0.15286555467987428,0.11190953412812754,0.14964758670059397,0.08844613164584014,0.15215755853132973,0.1359449106904438,0.141274892456569,0.07102264761117627,0.1891735342176053,0.07696118100284566,0.12794555864921964,0.12585275177428235,0.06254782797238001,0.028157670592851014,0.049612007335263164,0.0,0.03574097509595531,0.021489015368290842,0.0422073755402298,0.10061733357137193,0.10554508041232002,0.08042607295956683,0.12943040821459073,0.1031884775819184,0.06328736767589416,0.1416666666666665,0.08566313387138058,0.08814977180748218,0.14774480938356271,0.0678330701075126,0.09903243088602098,0.12456639123798552,0.15740557737159344,0.2210956931741106,0.20450487116513383,0.2583333333333332,0.07297518911304202,0.16292149051926896,0.1967261364329167,0.13613157441863977,0.13446803708649901,0.043897490274146245,0.08566313387138058,0.10848426966802194,0.2719181289105089,0.21628998418490974,0.12194646560744427
